segment,name,website,city,email,verified,verify_note,fit_final,fit_score,owner_name,phone,review_signal,site_signals,signals,why_now,email_source
clinics,Clifton Physiotherapy,https://cliftonphysio.co.uk/,Bristol (Clifton/Redland),mail@cliftonphysio.co.uk,True,email seen on site,4,3,Marion Averill and Lisa Barnacle (owners),0117 970 6390,No review count shown on site,"email,form,hours,phone,social_ig,whatsapp","contact_form,booking_widget","Contact page states 'We aim to respond within one working day' and the homepage warns of no on-site parking due to building works, two friction points an instant-answer desk removes.",https://cliftonphysio.co.uk/contact/
clinics,White Dental Practice,https://whitedentalpractice.co.uk/,Bristol (Clifton),reception@whitedentalpractice.co.uk,True,email seen on site,3,3,Dr Ram Devaradjalou,0117 973 9346,No review count shown on site,"booking,ecommerce,email,form,hours,phone,social_fb,social_ig,whatsapp","contact_form,booking_widget,new_patients,finance_offered","37-year-old practice has just launched a 'new system' for online booking and promotes 'Smile Design by Monika' and Saturday/late-evening slots, so it is actively modernising its front desk right now.",https://whitedentalpractice.co.uk/
clinics,Progressive Dentistry,https://www.progressivedentistry.co.uk/,London (Fulham),info@progressivedentistry.co.uk,True,email seen on site,3,3,Dr Nissit Patel,020 7731 1162,'over 330 five star Google Reviews' shown on site,"booking,email,form,phone,reviews,social_fb,social_ig","contact_form,booking_widget,finance_offered","Prosthodontist-led practice says patients 'travel from all over the UK, London and even abroad' and offers a Free Online Consultation funnel, meaning remote, out-of-hours enquiries are core to how it wins implant and smile-makeover cases.",https://www.progressivedentistry.co.uk/
clinics,The Clinic by Dr Maryam Zamani,https://www.drmaryamzamani.com/the-clinic,London (Chelsea),clinic@drmaryamzamani.com,True,email seen on site,3,3,Dr Maryam Zamani,+44 20 3955 9700,Trustindex 4.7/5 based on 222 reviews (shown on site),"booking,crm_forms,email,form,hours,phone,social_fb,social_ig,whatsapp","contact_form,booking_widget,whatsapp","Oculoplastic surgeon who has 'performed eyelid procedures on over 20,000 patients' requires every new patient to start with a one-to-one consultation, so consult-request triage is the whole front of the funnel.",https://www.drmaryamzamani.com/the-clinic
clinics,Clapham Osteopath (Peter Gray Consulting Ltd),https://claphamosteopath.co.uk/,London (Clapham),peter@claphamosteopath.co.uk,True,email seen on site,3,3,Peter Gray,0207 118 9904,No review count shown on site,"email,hours,phone,social_fb",,"Solo osteopath registered with a dozen insurers (Aetna, Aviva, AXA, Bupa, Cigna, Vitality, WPA) offers Monday-Saturday slots from 8:30am but has no contact form or online booking, so every enquiry goes to his personal email or mobile.",https://claphamosteopath.co.uk/
clinics,The Dentists of Didsbury,https://www.thedentistsofdidsbury.com/,Manchester (Didsbury),hello@TheDentistsOfDidsbury.com,True,email seen on site,2,2,,0161 445 4005,No review count shown on site,"booking,ecommerce,email,form,hours,payments,phone,reviews,social_fb,social_ig,whatsapp","contact_form,booking_widget,whatsapp,new_patients","Already experimenting with AI (a Future Smile 'upload a photo and let our AI show you your new smile' tool) and states 'New patients are always welcome', so an AI enquiry desk is an on-brand next step for the leads that tool generates.",https://www.thedentistsofdidsbury.com/
trades,Harris Heating,https://www.harrisheating.co.uk/,Leeds,info@harrisheating.co.uk,True,email seen on site,5,5,Trevor Harris (founder); now run by his daughter and son-in-law,0113 250 5375,Checkatrade 9.7 score; Google + Which? Trusted Trader reviews linked (counts not shown),"booking,email,form,hours,payments,phone,reviews,social_fb","contact_form,whatsapp,emergency_24_7","Their site says 'Our voicemail service is 24/7 and any messages received out of hours' are picked up later - out-of-hours enquiries currently land on voicemail, not a same-hour reply.",https://www.harrisheating.co.uk/
trades,Smart Plumbing & Heating Bristol,https://www.smartplumbingheatingbristol.co.uk/,Bristol,info@smartplumbingheatingbristol.co.uk,True,email seen on site,5,5,,07507 932938,200+ Google (4.8) / 149+ Checkatrade (10/10),"booking,ecommerce,email,form,hours,phone,reviews,social_fb,whatsapp","contact_form,whatsapp,emergency_24_7","Site claims 'open 24/7/365 as there is no waiting for plumbing emergencies' and lists 850+ projects, but the only after-hours channels are a single mobile number and WhatsApp.",https://www.smartplumbingheatingbristol.co.uk/
trades,K2 Gas Plumbing & Heating,https://www.k2gas-plumbingandheating.co.uk/,Bromley (outer London),info@k2gas.co.uk,True,email seen on site,5,5,,0208 402 0034,290+ Checkatrade reviews,"booking,ecommerce,email,form,hours,phone,reviews,social_fb,social_ig","contact_form,emergency_24_7",Advertises 'New Boiler Installations From Only £1600' with free quotations and a 24-hour emergency line - a high volume of quote requests to qualify before an engineer visit.,https://www.k2gas-plumbingandheating.co.uk/
trades,Bromley Plumbers Ltd,https://www.bromleyplumbersltd.co.uk/,Bromley / Orpington (outer London),info@bromleyplumbersltd.co.uk,True,email seen on site,5,5,Father-and-son team (names not shown),0208 050 2707 / 07903 649294,"Which? Trusted Trader 5.0 / 48 reviews, 98% recommended; site claims 'Over 1,500 5 Star Reviews'","booking,crm_forms,email,form,hours,phone,reviews,social_fb,social_ig,social_li,whatsapp","contact_form,whatsapp,emergency_24_7,same_day",Homepage headline is '24/7 Local Plumbers' with 'Same-Day Service Available' and a 'no call out' emergency promise - every missed web enquiry is a lost same-day job.,http://bromleyplumbersltd.co.uk/ (also shown on https://trustedtraders.which.co.uk/businesses/bromley-plumbers-limited/)
trades,Pipe Guys,https://pipeguys.co.uk/,Birmingham / Solihull,info@pipeguys.co.uk,True,email seen on site,3,4,Ryan O'Mahony,07869 837 241,30 Google reviews shown (5-star); Facebook 5-star,"booking,email,hours,phone,reviews,whatsapp","contact_form,whatsapp,emergency_24_7,same_day",Site stresses 'every job is carried out personally by Ryan rather than handed off' alongside a 24/7 emergency line - the owner is both the engineer and the person answering enquiries.,https://pipeguys.co.uk/
trades,Cofton Drainage & Jetting Services (Cofton DJS),https://cofton-djs.com/,Birmingham / Solihull,enquiries@cofton-djs.com,True,email seen on site,4,4,,0121 296 7829,Checkatrade 9.8/10; Google 5-star reviews cited,"booking,email,form,hours,phone,reviews,social_fb,social_ig","contact_form,emergency_24_7","Promises 'on site within 60 minutes across Birmingham and Solihull' 24/7 with no out-of-hours surcharge, across two offices - a tight response promise that depends on enquiries being triaged fast.",https://cofton-djs.com/
trades,AquaDash Plumbing,https://aquadashplumbing.com/,Manchester,contact@aquadashplumbing.com,True,email seen on site,4,4,,07871 003404,Testimonials only; no platform counts shown,"ecommerce,email,hours,phone,social_fb,social_ig,whatsapp","contact_form,whatsapp,emergency_24_7","Family-run with a '24/7 emergency line', 'no call-out fee' and 'fixed prices agreed before we start' - fixed-price quoting means every enquiry needs qualifying questions answered before dispatch.",https://aquadashplumbing.com/
trades,Manchester Drains,https://www.manchesterdrains.co.uk/,"Manchester (Failsworth, M40)",info@manchesterdrains.co.uk,True,email seen on site,5,4,,0161 885 3774,'Check our 5-star reviews' link; no count shown,"email,form,phone,reviews,whatsapp","contact_form,emergency_24_7","FAQ explicitly contrasts themselves with franchises - 'we are a genuine family business, unblocking drains in Manchester for 15 years' - with a one-hour response promise 24/365.",https://www.manchesterdrains.co.uk/
trades,Greater Manchester Locksmiths,https://www.greatermanchesterlocksmiths.co.uk/,Manchester,brian@greatermanchesterlocksmiths.co.uk,True,email seen on site,5,4,Brian and Jordan (named contacts),0161 410 7567,Google 5-star badge; count not shown,"email,form,hours,phone,reviews,social_fb","contact_form,emergency_24_7",Positions itself as 'local independent locksmiths (not a national call centre)' with 24/7 emergency service - the two named owners are personally fielding every call and form.,https://www.greatermanchesterlocksmiths.co.uk/
trades,R Pearson Electrical & Plumbing,https://rpearsonelectricalandplumbing.co.uk/,Leeds / Bradford,enquiries@rpearsonelectricalandplumbing.co.uk,True,email seen on site,5,4,Robert (Rob) Pearson (referenced as 'Robert and his team'),07796 000600,Testimonials only; no platform counts shown,"email,form,phone,reviews,social_fb,social_ig,whatsapp","contact_form,whatsapp,emergency_24_7","Site shows a live 'OPEN' status on a 24/7 emergency line run off a single mobile, and testimonials highlight rescuing jobs 'let down by another electrical firm'.",https://rpearsonelectricalandplumbing.co.uk/
trades,BS4 Electrical Services Ltd,https://www.bs4electricalservices.co.uk/,Bristol / Bath,info@bs4electricalservices.co.uk,True,email seen on site,5,4,,07590 399604,None shown on site,"ecommerce,email,form,hours,payments,phone,reviews,whatsapp","contact_form,whatsapp,emergency_24_7,same_day","Family-run NICEIC firm advertising '24/7 emergency call outs' and 'same-day attendance whenever possible', with enquiries arriving by phone, WhatsApp and a form all routed to one mobile.",https://www.bs4electricalservices.co.uk/
trades,Top Lock Technicians (TLT Locksmiths),https://www.toplocktechnicians.co.uk/,Croydon (outer London),info@tltlocksmiths.co.uk,True,email seen on site,5,4,,020 8050 8280 / 07404 582 500,Google Maps reviews embedded; count not shown,"email,form,phone,reviews,social_ig,whatsapp","contact_form,whatsapp,emergency_24_7","Promises 'less than 30 minutes' response, 24/7, with 'NO CALL OUT CHARGE' as a 'local & family run' outfit - a response promise that only works if every enquiry is acknowledged instantly.",https://www.toplocktechnicians.co.uk/
trades,Heatsafe Birmingham,https://heatsafebirmingham.co.uk/,Birmingham / Solihull,contact@heatsafebirmingham.co.uk,True,email seen on site,4,3,Marco (referenced as 'Marco and his team'),0121 728 7640 / 07876 747 047,77 five-star reviews (Google),"ecommerce,email,form,phone,social_fb","contact_form,emergency_24_7",Offers 'Emergency Call Outs' but lists office hours of 08:30-17:30 with a 'Call Me Back' form - anything arriving after 5:30pm waits until the next morning.,https://heatsafebirmingham.co.uk/
trades,Heateam Ltd,https://www.heateamltd.co.uk/,Leeds,info@heateamltd.co.uk,True,email seen on site,3,3,,0113 322 6277,166 Google reviews (4.9),"email,hours,phone,reviews","booking_widget,emergency_24_7","Family-run, 'available 7 days a week for emergency repairs' and already uses a ServiceM8 booking widget - an automated enquiry desk can plug straight into that job system.",https://www.heateamltd.co.uk/
trades,Birmingham Boiler Repairs,https://www.birminghamboilerrepairs.uk/,Birmingham,boilers.birmingham@yahoo.com,True,email seen on site,4,3,"Dave (named lead engineer, with Jordon and Andy)",0800 320 2345 / 07807 776 411,4.9 rating badge (platform not stated),"email,form,hours,phone,reviews,social_fb,social_ig",same_day,Three-engineer family firm promising 'same-day service when booked before 12pm' and running on a Yahoo address - a midday cut-off that an instant-response desk could help them hit more often.,https://www.birminghamboilerrepairs.uk/about
trades,MPS Electrical Contractors Ltd,https://mps-electrical.com/,Leeds,info@mps-electrical.com,True,email seen on site,4,3,"Marc (owner, 32+ years, C&G 2391)",0113 390 9670 / 07703 020260,None shown on site,"ecommerce,email,form,payments,phone,social_fb,social_ig,social_li",emergency_24_7,"Owner Marc's own qualifications are the whole pitch (32+ years, City & Guilds 2391) and the site runs 24/7 emergency pages, yet there is no contact form - enquiries go to three separate phone numbers.",https://mps-electrical.com/
trades,Elliott Roofing,https://elliottroofing.co.uk/,Stockport (Greater Manchester),info@elliottroofing.co.uk,True,email seen on site,4,3,Ashley (company named after his son Elliott),0161 706 1984,25+ Google reviews (5-star); TrustATrader verified,"email,form,hours,phone,reviews,social_fb,social_ig,whatsapp","contact_form,whatsapp,emergency_24_7",Their promise is 'the person who quotes your job is the person who turns up to do it' - meaning the owner is on a roof when new emergency-repair enquiries come in.,https://elliottroofing.co.uk/
trades,JD & Sons Roofing SW Ltd,https://jdandsonsroofingswltd.co.uk/,Bristol (Patchway),info@jdandsonsroofingswltd.co.uk,True,email seen on site,4,3,Gary Grant (site author / contact),0117 911 3258 / 07488 555 714,"5/5 testimonial; MyBuilder and Quotatis profiles linked, counts not shown","email,form,phone,social_fb,whatsapp","contact_form,whatsapp,booking_widget,emergency_24_7",Their contact form already asks customers to rate the urgency of the job for a 24-hour call-out service - they are manually triaging urgency today.,https://jdandsonsroofingswltd.co.uk/contact-us/
trades,Assured Electricians Birmingham (Assured Electrical Solutions Ltd),https://assuredelectriciansbirmingham.co.uk/,Birmingham,info@assuredelectriciansbirmingham.co.uk,True,email seen on site,4,3,,0121 820 0057,Google rating badge shows a placeholder ('0+ Star Google Rated'); no count,"email,form,hours,phone,social_fb,social_ig","contact_form,emergency_24_7,same_day","Homepage promises '24/7, 365 Days' emergency cover and a 'Request Callback' form, but the Google-review counter on the page is stuck at '0+' - a visible sign nobody is maintaining the enquiry front-end.",https://assuredelectriciansbirmingham.co.uk/
trades,247 Locksmiths Leeds,https://247locallocks.co.uk/,"Leeds (Adel, LS16)",info@247locallocks.co.uk,True,email seen on site,3,3,Mark Ferguson,0113 225 6634 / 07801 438 638,ThreeBestRated badge; testimonials; no platform count shown,"booking,ecommerce,email,form,phone,reviews,social_fb","contact_form,emergency_24_7",Mark sells the fact you 'deal directly with him from your first phone call' 24/7 with a 30-60 minute arrival aim - which also means enquiries go unanswered while he is on a job.,https://247locallocks.co.uk/
agents,Sinton Andrews,https://www.sintonandrews.com/,,sales@sintonandrews.com,True,email seen on site,5,5,,020 8566 1990,No review count shown on site; ARLA + Property Ombudsman; Rightmove/Zoopla/OTM listed,"form,hours,phone,social_fb,social_ig",,"Site calls itself 'Ealing's independent estate agent for over 36 years', publishes four separate branch inboxes with no contact form, and states 'Sunday Closed' - weekend valuation and applicant emails sit until Monday.","https://www.sintonandrews.com/contact/ (Cloudflare-protected mailto, decoded; also lettings@sintonandrews.com)"
agents,Homefinders,https://www.homefinders.net/,,info@homefinders.net,False,"claimed email not on site; site shows ['lettings@homefinders.net', 'management@homefinders.net', 'sales@homefinders.net']",3,4,,020 8533 6461,217 Google reviews shown on contact page; Best Estate Agency in E8 2024 & 2025,"booking,email,hours,phone","contact_form,instant_valuation_tool,whatsapp,out_of_hours","Homepage announces a '24/7 AI-powered live chat' launching before the end of the year - they have already decided they want round-the-clock enquiry handling, so the pitch is a desk that also books and updates CRM, not just chats.",https://www.homefinders.net/contact-us/ (also sales@ / lettings@ / management@homefinders.net)
agents,Craven & Company,https://cravenandcompany.co.uk/,,enquiries@cravengroup.co.uk,True,email seen on site,5,4,Dermot Craven,0161 973 6969,No review count on site; Property Redress Scheme; Rightmove/Zoopla logos,"ecommerce,email,form,hours,phone,reviews,social_fb,social_ig,social_li,whatsapp","contact_form,valuation_form,whatsapp","Family-run since 1984 by MD Dermot Craven, now trading from a new 'contemporary high street branch' on School Road - a single-office firm investing in presence but still routing enquiries to one enquiries@ inbox and WhatsApp.","https://cravenandcompany.co.uk/ (Cloudflare-protected mailto, decoded)"
agents,Howard Independent Estate Agents,https://www.howard-homes.co.uk/,,hello@howard-homes.co.uk,False,claimed email NOT on fetched pages; no emails found (JS-rendered?),5,4,Howard Davis,0117 923 8238,"No review count on site; ARLA + NAEA Propertymark, Safeagent, TPO","form,phone,reviews,social_fb,social_ig",valuation_form,A still-live 2020 notice says 'Although our doors may be closed Howard is still dealing with email enquiries' - email is their primary channel and the founder is named as the person handling it.,"https://www.howard-homes.co.uk/articles/update-how-to-contact-us (Cloudflare-protected mailto, decoded; also cliftonlets@howard-homes.co.uk)"
clinics,Smile Concepts,https://smileconcepts.co.uk/,Birmingham (Solihull),reception@smileconcepts.co.uk,True,email seen on site,5,4,Dominic Hassall (Director of Specialist Services),0121 705 2705,Rated 4.8/5.0 on Google and 4.9/5.0 on Facebook (shown on site),"crm_forms,ecommerce,form,hours,phone,reviews,social_fb,social_ig,social_li","contact_form,new_patients,finance_offered","'Family run for over 20 years' specialist practice with in-house 3D radiography takes every 'Request a New Patient Consultation' via a web form, with no online booking platform to catch enquiries out of hours.","https://smileconcepts.co.uk/ (footer mailto, Cloudflare-obfuscated in source, decoded)"
clinics,Solihull Dental Centre and Implant Clinic,https://www.solihulldentalcentre.co.uk/,Birmingham (Solihull),info@solihulldentalcentre.co.uk,True,email seen on site,5,4,Dr Zubair Sacranie,0121 705 3935,No review count shown on site,"form,hours,phone,social_fb,social_ig,whatsapp","contact_form,booking_widget,new_patients,finance_offered","Principal Dr Zubair Sacranie is President-elect of the Association of Dental Implantology and the site leads with 'Welcoming New Patients for General, Cosmetic & Implant Dentistry' and 0% finance, so implant consult enquiries are high-value and worth answering within the hour.","https://www.solihulldentalcentre.co.uk/contact-us/ (Cloudflare-obfuscated in source, decoded)"
clinics,My Cosmetic Doctor,https://mycosmeticdoctor.co.uk/,Birmingham (Edgbaston),Info@mycosmeticdoctor.co.uk,True,email seen on site,4,3,Dr Kamal Kaur,07597 736 622,"Google reviews linked, no count shown","crm_forms,form,phone,social_ig,whatsapp","contact_form,booking_widget","Named 'Most Trusted Doctor-Led Aesthetic Clinic in Birmingham' three years running (2024-2026) yet the only phone number is a mobile and enquiries go to a contact form, so a GP-turned-aesthetician is fielding her own leads.","https://mycosmeticdoctor.co.uk/contact (Cloudflare-obfuscated in source, decoded)"
clinics,Cleage Clinic,https://cleageclinic.co.uk/,Leeds + Bradford,info@cleageclinic.co.uk,False,claimed email NOT on fetched pages; no emails found (JS-rendered?),4,3,Dr Touileb (Clinical Director),0113 519 7011 (Leeds); 01274 015525 (Bradford),No review count shown on site,"ecommerce,email,form,phone,social_fb,social_ig,social_li,whatsapp","contact_form,booking_widget,whatsapp","Runs dated promotional events (a 'Lip Enhancement Event' 12-14 March, Easter and Valentine's offers) that spike enquiry volume across two sites with a single WhatsApp number.",https://cleageclinic.co.uk/
